Customer ID,Fname,Lname,Postal Code,City,State,Region,Salary,Gender,Age,Style,Email,Career,Phone,Car_id,Car_series,Car_type,Car_colors,Car_Price,Branch_ID,Branch_Name,Branch_Tel,Branch_Zipcode,Branch_City,Branch_State,Branch_Region,Payment ID,Payment Date,Payment Method,Amount,Car ID,Order_ID,Car ID,Branch ID,payment_id,Order_date,Quantity,options
5-424-9843-85,Karson,Bailey,30302,Atlanta,Georgia,Southeastern,"49,951.00",F,68,medium,Karson.Bailey@ google.com,Massage Therapist,1-176-146-791,,,,,,BX-150-514,BMW of Orland Park,140- 073-4703,60467,Orland Park,Illinois,Midwestern,PM1-666-078Y,30/10/2018,paid in full,"$97,100",BMW-S8-CVB,961-102-8532,BMW-mX5-SV,BX-150-514,PM1-666-078Y,10/9/2018,1,Delivery
4-767-4311-69,Misael,Holt,55101,St. Paul,Minnesota,MidWestern,"56,650.00",M,47,fast,Misael.Holt@ google.com,Musician,1-958-809-307,,,,,,BX-751-612,BMW of Peoria,362- 472-6800,61615,Peoria,Illinois,Midwestern,PM3-554-076Y,4/11/2018,paid in full,"$52,800",BMW-Z4-CVB,920-519-3083,BMW-mX5-SV,BX-751-612,PM3-554-076Y,12/9/2018,1,Delivery
9-003-5936-24,Clay,Garrison,80829,Colorado Springs,Colorado,Western,"5,353.00",F,42,medium,Clay.Garrison@ google.com,Cashier,1-278-291-512,,,,,,BX-095-814,Bachrodt BMW,319- 640-6738,61112,Rockford,Illinois,Midwestern,PM8-971-465Y,6/11/2018,pay by installments,"$89,700",BMW-M4-CVB,843-371-5611,BMW-mX5-SV,BX-095-814,PM8-971-465Y,12/9/2018,1,Delivery
1-389-0482-37,Chace,Vargas,11721,Huntington,New York,Northeastern,"25,000.00",M,35,fast ,Chace.Vargas@ google.com,Loan Officer,1-883-214-254,,,,,,BX-371-750,BMW of Champaign,035- 113-7625,61874,Savoy,Illinois,Midwestern,PM4-968-607Y,7/11/2018,paid in full,"$148,700",BMW-M8-CVB,300-278-0672,BMW-mX5-SV,BX-371-750,PM4-968-607Y,12/9/2018,1,Delivery
5-250-0169-92,Ean,Villa,43601,Toledo,Ohio,MidWestern,"63,024.00",F,25,fast,Ean.Villa@ google.com,Professional athlete,1-981-273-609,,,,,,BX-150-372,Patrick BMW,498- 621-8750,60173,Schaumburg,Illinois,Midwestern,PM4-762-411Y,8/11/2018,paid in full,"$39,100",BMW-mX1-SV,192-537-0370,BMW-mX5-SV,BX-150-372,PM4-762-411Y,13/9/2018,1,Delivery
8-787-2165-94,Draven,Shannon,45205,Cincinnati,Ohio,MidWestern,"6,025.00",M,43,slow,Draven.Shannon@ google.com,Drafter,1-598-150-386,,,,,,BX-938-773,Isringhausen Imports,467- 815-4336,62701,Springfield,Illinois,Midwestern,PM1-096-751Y,9/11/2018,paid in full,"$46,200",BMW-mX3-SV,412-722-6183,BMW-mX5-SV,BX-938-773,PM1-096-751Y,13/9/2018,1,Delivery
7-722-7829-00,Ray,Salas,40506,Lexington-Fayette,Kentucky,Southeastern,"17,371.00",F,35,slow,Ray.Salas@ google.com,Telemarketer,1-739-711-551,,,,,,BX-079-742,Laurel BMW of Westmont,300- 475-2726,60559,Westmont,Illinois,Midwestern,PM6-342-477Y,15/11/2018,paid in full,"$54,200",BMW-mX4-SV,159-227-6803,BMW-mX5-SV,BX-079-742,PM6-342-477Y,15/9/2018,1,Delivery
5-603-5511-71,Nikolas,Brady,11005,North Hempstead,New York,Northeastern,"6,244.00",M,27,slow,Nikolas.Brady@ google.com,Food Scientist,1-274-553-923,,,,,,BX-268-378,D-Patrick Motoplex,438- 857-7568,47715,Evansville,Indiana,Northwest,PM0-212-103Y,22/11/2018,paid in full,"$61,600",BMW-mX5-SV,970-666-6882,BMW-mX5-SV,BX-268-378,PM0-212-103Y,18/9/2018,1,Delivery
0-293-0003-98,Santos,Young,27214,Greensboro,North Carolina,Southeastern,"49,705.00",F,41,fast,Santos.Young@ google.com,Computer Support Specialist,1-511-113-617,,,,,,BX-689-963,BMW of Fort Wayne,055- 384-3520,46804,Fort Wayne,Indiana,Northwest,PM0-927-642Y,23/11/2018,paid in full,"$70,100",BMW-mX6-SV,902-521-7094,BMW-mX6-SV,BX-689-963,PM0-927-642Y,18/9/2018,1,Delivery
0-199-3173-22,Cyrus,Reyes,87102,Albuquerque,New Mexico,Southwestern,"5,963.00",M,65,medium,Cyrus.Reyes@ google.com,Landscaper & Groundskeeper,1-771-086-516,,,,,,BX-175-195,Dreyer & Reinbold BMW,018- 004-5424,46143,Greenwood,Indiana,Northwest,PM4-970-195Y,24/11/2018,pay by installments,"$77,850",BMW-mX7-SV,055-665-4416,BMW-mX6-SV,BX-175-195,PM4-970-195Y,25/9/2018,1,Delivery
0-653-5319-83,Jayvon,Duncan,23328,Chesapeake,Virginia,Southeastern,"36,994.00",F,43,medium,Jayvon.Duncan@ google.com,Cost Estimator,1-213-458-049,,,,,,BX-447-420,Dreyer & Reinbold BMW,780- 988-1409,46240,Indianapolis,Indiana,Northwest,PM3-147-970Y,25/11/2018,pay by installments,"$74,400",BMW-X3M-SV,295-134-9014,BMW-mX6-SV,BX-447-420,PM3-147-970Y,25/9/2018,1,Delivery
7-562-7691-13,Charlie,Crosby,85001,Phoenix,Arizona,Southwestern,"33,263.00",F,54,fast,Charlie.Crosby@ google.com,Physical Therapist,1-086-965-902,,,,,,BX-326-207,BMW of Lafayette,101- 388-0586,47905,Lafayette,Indiana,Northwest,PM3-406-669Y,30/11/2018,pay by installments,"$77,900",BMW-X4M-SV,071-830-5955,BMW-mX6-SV,BX-326-207,PM3-406-669Y,26/9/2018,1,Delivery
7-665-7628-11,Thomas,Hartman,94112,San Francisco,California,Western,"34,036.00",F,58,medium,Thomas.Hartman@ google.com,Chemist,1-636-378-394,,,,,,BX-823-025,BMW of Schererville,638- 995-7695,46375,Schererville,Indiana,Northwest,PM1-385-698Y,2/12/2018,pay by installments,"$108,900",BMW-X5M-SV,696-405-5095,BMW-mX6-SV,BX-823-025,PM1-385-698Y,29/9/2018,1,Delivery
1-433-2555-89,Brayden,Pennington,10017,New York,New York,Northeastern,"57,289.00",F,51,medium,Brayden.Pennington@ google.com,Microbiologist,1-068-370-656,,,,,,BX-748-475,Basney BMW,559- 594-0806,46637,South Bend,Indiana,Northwest,PM1-050-007Y,3/12/2018,pay by installments,"$113,700",BMW-X6M-SV,520-970-6093,BMW-mX6-SV,BX-748-475,PM1-050-007Y,30/9/2018,1,Delivery
4-775-3437-69,Harry,Morris,93033,Sacramento,California,Western,"60,885.00",F,65,medium,Harry.Morris@ google.com,Reporter,1-358-216-462,,,,,,BX-001-246,Kimberly BMW of Davenport,916- 463-5632,52806,Davenport,Iowa,Midwestern,PM2-376-321Y,3/12/2018,pay by installments,"$87,100",BMW-mIX-SV,651-358-6056,BMW-mX6-SV,BX-001-246,PM2-376-321Y,1/10/2018,1,Delivery
0-422-0300-84,Jonah,Howell,75217,El Paso,Texas,Southwestern,"24,731.00",M,60,fast,Jonah.Howell@ google.com,Actor,1-332-424-535,,,,,,BX-648-885,Dubuque BMW,954- 657-0629,52002,Dubuque,Iowa,Midwestern,PM4-985-485Y,4/12/2018,paid in full,"$159,000",BMW-mXM-SV,075-450-0890,BMW-mX6-SV,BX-648-885,PM4-985-485Y,1/10/2018,1,Delivery
2-251-3301-81,Quincy,Davenport,53204,Milwaukee,Wisconsin,MidWestern,"5,585.00",M,56,slow,Quincy.Davenport@ google.com,Fitness Trainer,1-959-392-699,,,,,,BX-420-586,BMW of North Liberty,035- 596-7730,52317,North Liberty,Iowa,Midwestern,PM7-353-292Y,4/12/2018,paid in full,"$37,800",BMW-m2S-SD,971-796-2754,BMW-mX6-SV,BX-420-586,PM7-353-292Y,3/10/2018,1,Delivery
8-291-8530-43,Devon,Duran,33703,St. Petersburg,Florida,Southeastern,"20,322.00",M,63,fast,Devon.Duran@ google.com,Diagnostic Medical Sonographer,1-223-389-189,,,,,,BX-700-393,BMW of Des Moines,664- 952-8505,50322,Urbandale,Iowa,Midwestern,PM6-097-529Y,5/12/2018,paid in full,"$43,800",BMW-m3S-SD,469-141-4941,BMW-mX6-SV,BX-700-393,PM6-097-529Y,3/10/2018,1,Delivery
5-070-9666-96,Cedric,Bartlett,95823,Santa Ana,California,Western,"28,646.00",M,69,medium,Cedric.Bartlett@ google.com,Designer,1-863-441-342,,,,,,BX-998-915,Baron BMW ,404- 363-0184,66202,Merriam,Kansas,Midwestern,PM5-042-864Y,6/12/2018,paid in full,"$45,200",BMW-m4S-SD,426-970-5077,BMW-mX6-SV,BX-998-915,PM5-042-864Y,4/10/2018,1,Delivery
0-421-2059-44,Trenton,Oliver,19019,Philadelphia,Pennsylvania,Northeastern,"9,638.00",F,65,slow,Trenton.Oliver@ google.com,School Counselor,1-464-377-074,,,,,,BX-738-180,BMW of Topeka,966- 947-7067,66611,Topeka,Kansas,Midwestern,PM4-457-278Y,9/12/2018,paid in full,"$56,000",BMW-m5S-SD,449-616-6278,BMW-mX6-SV,BX-738-180,PM4-457-278Y,6/10/2018,1,Delivery
8-300-8707-90,Lamont,Wood,33002,Hialeah,Florida,Southeastern,"38,633.00",F,63,slow,Lamont.Wood@ google.com,Web Developer,1-075-096-489,,,,,,BX-976-288,BMW of Wichita,972- 034-3458,67206,Wichita,Kansas,Midwestern,PM3-362-411Y,12/12/2018,paid in full,"$95,700",BMW-m7S-SD,235-299-9869,BMW-mX6-SV,BX-976-288,PM3-362-411Y,7/10/2018,1,Delivery
7-517-3606-25,Marco,Rangel,33704,St. Petersburg,Florida,Southeastern,"51,157.00",F,62,slow,Marco.Rangel@ google.com,Accountant,1-638-345-090,,,,,,BX-514-350,BMW of Bowling Green,202- 066-7572,42104,Bowling Green,Kentucky,Southeastern,PM8-679-429Y,14/12/2018,paid in full,"$87,500",BMW-m8S-SD,111-600-3747,BMW-mX6-SV,BX-514-350,PM8-679-429Y,9/10/2018,1,Delivery
1-088-9094-55,Aditya,Gregory,36043,Montgomery,Alabama,Southeastern,"69,116.00",M,34,slow,Aditya.Gregory@ google.com,Lawyer,1-689-054-718,,,,,,BX-055-373,Don Jacobs BMW,603- 192-9858,40503,Lexington,Kentucky,Southeastern,PM9-870-073Y,18/12/2018,pay by installments,"$74,300",BMW-mM3-SD,762-983-9285,BMW-mX6-SV,BX-055-373,PM9-870-073Y,9/10/2018,1,Delivery
2-055-4109-32,Travis,Mejia,93550,Long Beach,California,Western,"49,068.00",F,51,fast,Travis.Mejia@ google.com,Personal Care Aide,1-899-238-339,,,,,,BX-390-235,BMW of Louisville,202- 369-1526,40299,Louisville,Kentucky,Southeastern,PM6-186-976Y,26/12/2018,paid in full,"$109,000",BMW-mM5-SD,620-185-0241,BMW-mX6-SV,BX-390-235,PM6-186-976Y,14/10/2018,1,Delivery
2-144-6958-33,Heath,Keller,60618,Chicago,Illinois,MidWestern,"13,941.00",M,42,medium,Heath.Keller@ google.com,Speech-Language Pathologist,1-312-910-670,,,,,,BX-456-885,Bluegrass BMW,910- 758- 8996,42001,Paducah,Kentucky,Southeastern,PM0-801-224Y,28/12/2018,paid in full,"$134,100",BMW-mM8-SD,493-222-4628,BMW-X3M-SV,BX-456-885,PM0-801-224Y,14/10/2018,1,Delivery
6-678-7786-78,Lewis,Nielsen,91710,Sacramento,California,Western,"52,323.00",F,48,medium,Lewis.Nielsen@ google.com,Medical Assistant,1-721-423-923,,,,,,BX-808-184,Walker BMW,866- 225-2035,71303,Alexandria,Louisiana,South Central,PM7-383-885Y,29/12/2018,paid in full,"$52,000",BMW-mI4-SD,368-224-2179,BMW-X3M-SV,BX-808-184,PM7-383-885Y,15/10/2018,1,Delivery
2-258-0016-05,Felipe,Leach,68501,Lincoln,Nebraska,MidWestern,"40,142.00",F,32,medium,Felipe.Leach@ google.com,Educator,1-459-389-880,,,,,,BX-545-704,Brian Harris BMW,204- 439-2172,70817,Baton Rouge,Louisiana,South Central,PM6-306-438Y,29/12/2018,paid in full,"$119,300",BMW-mI7-SD,758-858-7862,BMW-X3M-SV,BX-545-704,PM6-306-438Y,15/10/2018,1,Delivery
3-567-8659-57,Antony,Byrd,85250,Scottsdale,Arizona,Southwestern,"27,300.00",F,58,fast,Antony.Byrd@ google.com,Carpenter,1-461-436-825,,,,,,BX-294-337,Peake BMW,100- 857-5718,70062,Kenner,Louisiana,South Central,PM9-416-977Y,29/12/2018,pay by installments,"$38,200",BMW-S2c-CP,203-835-0288,BMW-X3M-SV,BX-294-337,PM9-416-977Y,16/10/2018,1,Delivery
0-533-1638-08,Jeremy,Sims,33101,Miami,Florida,Southeastern,"37,269.00",M,58,slow,Jeremy.Sims@ google.com,Bus Driver,1-938-055-314,,,,,,BX-546-269,Moss BMW,493-329-7223,70501,Lafayette,Louisiana,South Central,PM5-952-649Y,31/12/2018,pay by installments,"$47,400",BMW-S4c-CP,092-905-8325,BMW-X3M-SV,BX-546-269,PM5-952-649Y,22/10/2018,1,Delivery
1-380-0183-27,Tristin,Moreno,98012,Washington,District of Columbia,Northeastern,"15,313.00",M,46,fast,Tristin.Moreno@ google.com,Urban Planner,1-104-355-387,,,,,,BX-979-106,Orr BMW,787- 080-0413,71105,Shreveport,Louisiana,South Central,PM6-415-470Y,1/1/2019,pay by installments,"$87,500",BMW-S8c-CP,428-420-9627,BMW-X3M-SV,BX-979-106,PM6-415-470Y,24/10/2018,1,Delivery
2-896-7460-02,Martin,Yoder,80903,Colorado Springs,Colorado,Western,"28,855.00",M,55,medium,Martin.Yoder@ google.com,Sports Coach,1-626-392-100,,,,,,BX-965-478,BMW of Westbrook,287- 968-9932,04092,Westbrook,Maine,Northeastern,PM2-460-798Y,2/1/2019,pay by installments,"$62,850",BMW-M2c-CP,468-081-4606,BMW-X3M-SV,BX-965-478,PM2-460-798Y,31/10/2018,1,Delivery
9-563-9362-30,Lorenzo,Pitts,92592,Chula Vista,California,Western,"12,728.00",F,66,slow,Lorenzo.Pitts@ google.com,Maintenance & Repair Worker,1-824-299-617,,,,,,BX-512-076,BMW of Annapolis,335- 203-7996,21409,Annapolis,Maryland,Mid-Atlantic,PM6-845-269Y,4/1/2019,pay by installments,"$78,300",BMW-M4c-CP,074-326-7707,BMW-X3M-SV,BX-512-076,PM6-845-269Y,2/11/2018,1,Delivery
9-311-5757-49,Michael,Downs,91744,Anaheim,California,Western,"11,752.00",M,36,slow,Michael.Downs@ google.com,Medical Secretary,1-412-357-381,,,,,,BX-779-988,BMW of Catonsville,525- 397-5811,21228,Baltimpre,Maryland,Mid-Atlantic,PM2-176-486Y,4/1/2019,pay by installments,"$139,100",BMW-M8c-CP,652-290-0545,BMW-X3M-SV,BX-779-988,PM2-176-486Y,2/11/2018,1,Delivery
5-581-1837-71,Raiden,Levy,92509,Long Beach,California,Western,"25,121.00",F,65,slow,Raiden.Levy@ google.com,Customer Service Representative,1-578-451-931,,,,,,BX-827-889,BMW of Bel Air,379- 485-6773,21014,Bel Air,Maryland,Mid-Atlantic,PM9-476-778Y,6/1/2019,pay by installments,"$55,500",BMW-S4-CVB,993-928-0998,BMW-X3M-SV,BX-827-889,PM9-476-778Y,4/11/2018,1,Delivery
1-242-4232-50,Nick,Oconnor,91207,Glendale,Arizona,Southwestern,"14,525.00",M,65,fast,Nick.Oconnor@ google.com,Writer,1-470-009-776,,,,,,BX-135-220,Northwest BMW,186- 333-2044,21117,Owings Mils,Maryland,Mid-Atlantic,PM8-253-922Y,7/1/2019,paid in full,"$97,100",BMW-S8-CVB,050-095-6853,BMW-X3M-SV,BX-135-220,PM8-253-922Y,7/11/2018,1,Delivery
1-979-2149-86,Kaeden,Hammond,97203,Portland,Oregon,Western,"57,292.00",F,39,medium,Kaeden.Hammond@ google.com,Marketing Manager,1-660-730-250,,,,,,BX-256-372,BMW of Rockville,836- 459-3945,20852,Rock ville,Maryland,Mid-Atlantic,PM9-451-459Y,8/1/2019,pay by installments,"$52,800",BMW-Z4-CVB,862-603-4845,BMW-X3M-SV,BX-256-372,PM9-451-459Y,13/11/2018,1,Delivery
1-459-9703-71,Lane,Flowers,7112,Newark,New Jersey,Northeastern,"63,548.00",M,42,medium,Lane.Flowers@ google.com,Dentist,1-116-707-855,,,,,,BX-634-417,BMW of Silver Spring,564- 440-8315,20904,Silver Spring,Maryland,Mid-Atlantic,PM5-733-945Y,9/1/2019,pay by installments,"$89,700",BMW-M4-CVB,778-253-8257,BMW-X3M-SV,BX-634-417,PM5-733-945Y,14/11/2018,1,Delivery
2-835-5280-28,Kenyon,Chase,11021,North Hempstead,New York,Northeastern,"9,557.00",M,51,fast,Kenyon.Chase@ google.com,School Psychologist,1-703-609-425,,,,,,BX-130-632,Passport BMW ,690- 297-4133,20746,Sutiland,Maryland,Mid-Atlantic,PM2-244-070Y,9/1/2019,paid in full,"$148,700",BMW-M8-CVB,927-728-6345,BMW-X3M-SV,BX-130-632,PM2-244-070Y,14/11/2018,1,Delivery
1-932-5799-41,Kai,Manning,95035,Sacramento,California,Western,"46,601.00",M,64,medium,Kai.Manning@ google.com,Hairdresser,1-009-351-076,,,,,,BX-772-781,BMW of Towson,410- 720-5054,21204,Towson,Maryland,Mid-Atlantic,PM8-065-723Y,10/1/2019,paid in full,"$39,100",BMW-mX1-SV,036-897-9826,BMW-X3M-SV,BX-772-781,PM8-065-723Y,15/11/2018,1,Delivery
4-246-4023-72,Pablo,Haynes,94533,Santa Ana,California,Western,"53,771.00",M,57,fast ,Pablo.Haynes@ google.com,Computer Programmer,1-861-017-525,,,,,,BX-570-511,BMW of Shrewbury,282- 366-1695,01545,Shrewbury,Massachusetts,Northeastern,PM2-133-804Y,12/1/2019,pay by installments,"$46,200",BMW-mX3-SV,569-996-4087,BMW-X3M-SV,BX-570-511,PM2-133-804Y,17/11/2018,1,Delivery
5-697-9536-95,Chase,Romero,98682,Washington,District of Columbia,Northeastern,"52,787.00",M,66,fast,Chase.Romero@ google.com,Paramedic,1-607-292-898,,,,,,BX-819-697,Herb Chambers BMW of Sudbury,083- 911-8170,01776,Sudbury,Massachusetts,Northeastern,PM6-481-417Y,13/1/2019,pay by installments,"$54,200",BMW-mX4-SV,021-475-7906,BMW-X3M-SV,BX-819-697,PM6-481-417Y,18/11/2018,1,Delivery
2-917-1111-79,Keegan,Ritter,92704,Sacramento,California,Western,"44,143.00",M,67,slow,Keegan.Ritter@ google.com,Anthropologist,1-982-800-750,,,,,,BX-852-873,BMW of West Springfield,630- 947-7088,01089,West Springfield,Massachusetts,Northeastern,PM4-188-627Y,14/1/2019,paid in full,"$61,600",BMW-mX5-SV,998-208-0060,BMW-X3M-SV,BX-852-873,PM4-188-627Y,19/11/2018,1,Delivery
0-046-0054-60,Killian,Johnson,85224,Chandler,Arizona,Southwestern,"41,681.00",M,53,slow,Killian.Johnson@ google.com,Dancer,1-017-920-859,,,,,,BX-875-959,Herb Chambers BMW of Boston,527- 126-3144,02134,Boston,Massachusetts,Northeastern,PM1-856-642Y,17/1/2019,pay by installments,"$70,100",BMW-mX6-SV,511-972-1582,BMW-X3M-SV,BX-875-959,PM1-856-642Y,20/11/2018,1,Delivery
4-469-6113-06,Matthew,Solomon,93727,Chula Vista,California,Western,"46,003.00",M,62,slow,Matthew.Solomon@ google.com,Housekeeper,1-903-966-745,,,,,,BX-230-081,BMW of Cape Cod,516- 811-2127,02601,Hyannis,Massachusetts,Northeastern,PM4-077-052Y,24/1/2019,paid in full,"$77,850",BMW-mX7-SV,280-467-4151,BMW-X4M-SV,BX-230-081,PM4-077-052Y,20/11/2018,1,Delivery
0-693-7475-52,Jett,Roberts,85212,Mesa,Arizona,Southwestern,"59,857.00",F,38,fast,Jett.Roberts@ google.com,Librarian,1-752-856-469,,,,,,BX-016-903,BMW of Norwood,442- 250-0571,02062,Norwood,Massachusetts,Northeastern,PM1-847-989Y,30/1/2019,pay by installments,"$74,400",BMW-X3M-SV,074-189-8143,BMW-X4M-SV,BX-016-903,PM1-847-989Y,21/11/2018,1,Delivery
2-651-7068-26,Amare,Barnes,85708,Tucson,Arizona,Southwestern,"21,107.00",F,27,medium,Amare.Barnes@ google.com,Judge,1-546-185-373,,,,,,BX-848-892,BMW of Peabody,557- 154-7495,01960,Peabody,Massachusetts,Northeastern,PM3-461-408Y,1/2/2019,paid in full,"$77,900",BMW-X4M-SV,564-909-5478,BMW-X4M-SV,BX-848-892,PM3-461-408Y,27/11/2018,1,Delivery
2-506-8130-88,Jamal,Phillips,7188,Newark,New Jersey,Northeastern,"39,772.00",F,69,medium,Jamal.Phillips@ google.com,Psychologist,1-995-611-382,,,,,,BX-059-279,Flynn BMW,932- 372-8773,01201,Pittsfiled,Massachusetts,Northeastern,PM0-429-366Y,5/2/2019,pay by installments,"$108,900",BMW-X5M-SV,251-658-3719,BMW-X4M-SV,BX-059-279,PM0-429-366Y,27/11/2018,1,Delivery
5-339-3211-21,Marques,Fernandez,78613,Dallas,Texas,Southwestern,"35,659.00",F,31,fast,Marques.Fernandez@ google.com,Respiratory Therapist,1-533-431-486,,,,,,BX-224-349,South Shore BMW,562- 950-9586,02370,Rockland,Massachusetts,Northeastern,PM5-099-240Y,7/2/2019,pay by installments,"$113,700",BMW-X6M-SV,500-410-5532,BMW-X4M-SV,BX-224-349,PM5-099-240Y,28/11/2018,1,Delivery
4-993-7326-61,Quentin,English,27517,Durham,North Carolina,Southeastern,"64,262.00",M,47,medium,Quentin.English@ google.com,Radiologic Technologist,1-834-494-899,,,,,,BX-042-943,BMW of Ann Arbor,342- 763-7888,48103,Ann Arbor,Michigan,Midwestern,PM1-170-016Y,7/2/2019,paid in full,"$87,100",BMW-mIX-SV,592-791-2034,BMW-X4M-SV,BX-042-943,PM1-170-016Y,29/11/2018,1,Delivery
0-114-3761-35,Carter,Hines,78542,El Paso,Texas,Southwestern,"7,556.00",F,41,medium,Carter.Hines@ google.com,Recreational Therapist,1-248-121-759,,,,,,BX-564-733,Erhard BMW of Bloomfield,067- 314-7259,48302,Bloomfield,Michigan,Midwestern,PM5-999-971Y,9/2/2019,paid in full,"$159,000",BMW-mXM-SV,984-775-8446,BMW-X4M-SV,BX-564-733,PM5-999-971Y,10/12/2018,1,Delivery
7-011-7519-20,Jaydin,Conley,85246,Chandler,Arizona,Southwestern,"5,179.00",M,27,fast,Jaydin.Conley@ google.com,Dental Hygienist,1-172-288-459,,,,,,BX-450-843,Erhard BMW of Farmington Hills,944- 889-3765,48335,Farmington Hills,Michigan,Midwestern,PM8-409-919Y,10/2/2019,pay by installments,"$37,800",BMW-m2S-SD,088-635-8677,BMW-X4M-SV,BX-450-843,PM8-409-919Y,12/12/2018,1,Delivery
9-072-8185-38,Damon,Lindsey,93535,Anaheim,California,Western,"25,515.00",M,47,medium,Damon.Lindsey@ google.com,Referee,1-370-533-121,,,,,,BX-432-447,Grand Blanc BMW,594- 521-3882,48439,Grand Blanc,Michigan,Midwestern,PM0-794-361Y,10/2/2019,pay by installments,"$43,800",BMW-m3S-SD,644-704-5975,BMW-X4M-SV,BX-432-447,PM0-794-361Y,14/12/2018,1,Delivery
7-870-0433-87,Liam,Rocha,90796,San Jose,California,Western,"66,383.00",F,59,medium,Liam.Rocha@ google.com,College Professor,1-442-504-125,,,,,,BX-925-561,Sharpe BMW,892- 379-9759,49508,Grand Rapids,Michigan,Midwestern,PM5-892-505Y,14/2/2019,paid in full,"$45,200",BMW-m4S-SD,759-573-3886,BMW-X4M-SV,BX-925-561,PM5-892-505Y,15/12/2018,1,Delivery
3-020-6652-97,Avery,Becker,99503,Anchorage,Alaska,Western,"65,929.00",F,34,medium,Avery.Becker@ google.com,Elementary School Teacher,1-672-562-213,,,,,,BX-204-879,Zeigler BMW of Kalamazoo,455- 076-7796,49008,Kalamazoo,Michigan,Midwestern,PM6-144-837Y,15/2/2019,pay by installments,"$56,000",BMW-m5S-SD,206-231-3977,BMW-X4M-SV,BX-204-879,PM6-144-837Y,15/12/2018,1,Delivery
5-870-9186-77,Giovanni,Hunter,74014,Tulsa,Oklahoma,Southwestern,"62,467.00",F,59,fast,Giovanni.Hunter@ google.com,Zoologist,1-980-211-952,,,,,,BX-511-438,BMW of Okemos,737- 659-6481,48864,Okemos,Michigan,Midwestern,PM5-898-448Y,21/2/2019,paid in full,"$95,700",BMW-m7S-SD,039-894-7680,BMW-X4M-SV,BX-511-438,PM5-898-448Y,17/12/2018,1,Delivery
5-066-5995-50,Willie,Hudson,46815,Fort Wayne,Indiana,MidWestern,"5,469.00",F,32,slow,Willie.Hudson@ google.com,Firefighter,1-376-658-127,,,,,,BX-507-687,BMW of Rochester Hills,282- 928-4422,48317,Shelby Township,Michigan,Midwestern,PM5-972-506Y,22/2/2019,paid in full,"$87,500",BMW-m8S-SD,435-636-4638,BMW-X4M-SV,BX-507-687,PM5-972-506Y,17/12/2018,1,Delivery
3-476-4768-15,Alan,Brewer,23321,Chesapeake,Virginia,Southeastern,"33,693.00",M,67,fast,Alan.Brewer@ google.com,Social Worker,1-213-762-712,,,,,,BX-566-080,BMW of Traverse City,467- 284-9974,49684,Traverse City,Michigan,Midwestern,PM7-818-531Y,24/2/2019,pay by installments,"$74,300",BMW-mM3-SD,773-430-5193,BMW-X4M-SV,BX-566-080,PM7-818-531Y,18/12/2018,1,Delivery
9-398-4014-87,Patrick,Porter,93257,Bakersfield,California,Western,"51,837.00",M,51,medium,Patrick.Porter@ google.com,Patrol Officer,1-231-955-705,,,,,,BX-179-149,Motorwerks BMW,074- 075-2396,55420,Bloomington,Minnesota,Midwestern,PM9-886-715Y,28/2/2019,pay by installments,"$109,000",BMW-mM5-SD,098-051-4426,BMW-X4M-SV,BX-179-149,PM9-886-715Y,18/12/2018,1,Delivery
8-849-1139-34,Salvador,Owens,64030,Kansas City,Missouri,Southeastern,"16,700.00",F,37,medium,Salvador.Owens@ google.com,IT Manager,1-456-752-617,,,,,,BX-704-845,BMW of Minnetonka,094- 401-8374,55391,Minnetonka,Minnesota,Midwestern,PM0-722-790Y,28/2/2019,pay by installments,"$134,100",BMW-mM8-SD,144-158-2233,BMW-X4M-SV,BX-704-845,PM0-722-790Y,23/12/2018,1,Delivery
0-616-8462-97,Fabian,Lang,78130,Laredo,Texas,Southwestern,"51,945.00",F,41,fast,Fabian.Lang@ google.com,Secretary,1-500-600-127,,,,,,BX-680-786,Park Place BMW,992- 217-9949,55901,Roachester,Minnesota,Midwestern,PM0-210-463Y,1/3/2019,pay by installments,"$52,000",BMW-mI4-SD,654-528-7380,BMW-X4M-SV,BX-680-786,PM0-210-463Y,25/12/2018,1,Delivery
6-121-2993-29,Savion,Mayo,93274,Sacramento,California,Western,"55,044.00",M,37,medium,Savion.Mayo@ google.com,Electrical Engineer,1-674-007-544,,,,,,BX-253-925,Galleria BMW,975- 134-9220,39540,D'lberville,Mississippi,Southeastern,PM4-510-326Y,2/3/2019,pay by installments,"$119,300",BMW-mI7-SD,739-296-2690,BMW-X4M-SV,BX-253-925,PM4-510-326Y,25/12/2018,1,Delivery
2-931-1270-85,Phillip,Fletcher,98208,Washington,District of Columbia,Northeastern,"23,461.00",M,61,fast ,Phillip.Fletcher@ google.com,Historian,1-615-001-337,,,,,,BX-203-779,Herrin-Gear BMW,149- 540-5930,39202,Jackson,Mississippi,Southeastern,PM3-655-374Y,3/3/2019,pay by installments,"$38,200",BMW-S2c-CP,547-250-2039,BMW-X4M-SV,BX-203-779,PM3-655-374Y,26/12/2018,1,Delivery
